YearWeekISO,FirstDose,FirstDoseRefused,SecondDose,UnknownDose,NumberDosesReceived,Region,Population,ReportingCountry,TargetGroup,Vaccine,Denominator
2021-W07,1217,,1186,0,0,EE,1328976,EE,Age25_49,COM,460829
2021-W07,158,,0,0,0,EE,1328976,EE,Age50_59,AZ,171453
2021-W07,805,,792,0,0,EE,1328976,EE,Age50_59,COM,171453
2021-W07,27,,27,0,0,EE,1328976,EE,Age50_59,MOD,171453
2021-W07,32,,32,0,0,EE,1328976,EE,Age60_69,MOD,163237
2021-W07,72,,0,0,0,EE,1328976,EE,Age60_69,AZ,163237
2021-W07,651,,626,0,0,EE,1328976,EE,Age60_69,COM,163237
2021-W07,40,,38,0,0,EE,1328976,EE,Age70_79,MOD,111342
2021-W07,446,,382,0,0,EE,1328976,EE,Age70_79,COM,111342
2021-W07,0,,0,0,0,EE,1328976,EE,Age70_79,AZ,111342
2021-W07,761,,658,0,0,EE,1328976,EE,Age80+,COM,77445
2021-W07,0,,0,0,0,EE,1328976,EE,Age80+,AZ,77445
2021-W07,68,,68,0,0,EE,1328976,EE,Age80+,MOD,77445
2021-W07,1,,0,0,0,EE,1328976,EE,AgeUNK,AZ,
2021-W07,0,,0,0,0,EE,1328976,EE,AgeUNK,COM,
2021-W07,0,,0,0,0,EE,1328976,EE,AgeUNK,MOD,
2021-W07,723,,705,0,0,EE,1328976,EE,HCW,COM,16470
2021-W07,6,,0,0,0,EE,1328976,EE,HCW,AZ,16470
2021-W07,7,,7,0,0,EE,1328976,EE,HCW,MOD,16470
2021-W07,1333,,1317,0,0,EE,1328976,EE,LTCF,COM,13500
2021-W07,158,,157,0,0,EE,1328976,EE,LTCF,MOD,13500
2021-W07,10,,0,0,0,EE,1328976,EE,LTCF,AZ,13500
2021-W08,579,,573,0,6000,EE,1328976,EE,ALL,MOD,1071932
2021-W08,7193,,7091,0,14040,EE,1328976,EE,ALL,COM,1071932
2021-W08,803,,0,0,0,EE,1328976,EE,ALL,AZ,1071932
2021-W08,207,,201,0,0,EE,1328976,EE,Age18_24,COM,87626
2021-W08,17,,17,0,0,EE,1328976,EE,Age18_24,MOD,87626
2021-W08,41,,0,0,0,EE,1328976,EE,Age18_24,AZ,87626
2021-W08,423,,0,0,0,EE,1328976,EE,Age25_49,AZ,460829
2021-W08,187,,184,0,0,EE,1328976,EE,Age25_49,MOD,460829
2021-W08,1781,,1760,0,0,EE,1328976,EE,Age25_49,COM,460829
2021-W08,107,,106,0,0,EE,1328976,EE,Age50_59,MOD,171453
2021-W08,188,,0,0,0,EE,1328976,EE,Age50_59,AZ,171453
2021-W08,1124,,1114,0,0,EE,1328976,EE,Age50_59,COM,171453
2021-W08,91,,90,0,0,EE,1328976,EE,Age60_69,MOD,163237
2021-W08,144,,0,0,0,EE,1328976,EE,Age60_69,AZ,163237
2021-W08,1002,,992,0,0,EE,1328976,EE,Age60_69,COM,163237
2021-W08,99,,99,0,0,EE,1328976,EE,Age70_79,MOD,111342
2021-W08,1003,,990,0,0,EE,1328976,EE,Age70_79,COM,111342
2021-W08,1,,0,0,0,EE,1328976,EE,Age70_79,AZ,111342
2021-W08,0,,0,0,0,EE,1328976,EE,Age80+,AZ,77445
2021-W08,74,,73,0,0,EE,1328976,EE,Age80+,MOD,77445
2021-W08,2072,,2031,0,0,EE,1328976,EE,Age80+,COM,77445
2021-W08,6,,0,0,0,EE,1328976,EE,AgeUNK,AZ,
2021-W08,4,,4,0,0,EE,1328976,EE,AgeUNK,MOD,
2021-W08,4,,3,0,0,EE,1328976,EE,AgeUNK,COM,
2021-W08,812,,805,0,0,EE,1328976,EE,HCW,COM,16470
2021-W08,15,,0,0,0,EE,1328976,EE,HCW,AZ,16470
2021-W08,6,,5,0,0,EE,1328976,EE,HCW,MOD,16470
2021-W08,1327,,1316,0,0,EE,1328976,EE,LTCF,COM,13500
2021-W08,160,,159,0,0,EE,1328976,EE,LTCF,MOD,13500
2021-W08,1,,0,0,0,EE,1328976,EE,LTCF,AZ,13500
2021-W09,497,,450,0,0,EE,1328976,EE,ALL,MOD,1071932
2021-W09,1363,,1,0,16800,EE,1328976,EE,ALL,AZ,1071932
2021-W09,9590,,9441,0,14040,EE,1328976,EE,ALL,COM,1071932
2021-W09,340,,336,0,0,EE,1328976,EE,Age18_24,COM,87626
2021-W09,20,,20,0,0,EE,1328976,EE,Age18_24,MOD,87626
2021-W09,69,,1,0,0,EE,1328976,EE,Age18_24,AZ,87626
2021-W09,1138,,1106,0,0,EE,1328976,EE,Age25_49,COM,460829
2021-W09,96,,93,0,0,EE,1328976,EE,Age25_49,MOD,460829
2021-W09,592,,0,0,0,EE,1328976,EE,Age25_49,AZ,460829
2021-W09,47,,45,0,0,EE,1328976,EE,Age50_59,MOD,171453
2021-W09,366,,0,0,0,EE,1328976,EE,Age50_59,AZ,171453
2021-W09,705,,694,0,0,EE,1328976,EE,Age50_59,COM,171453
2021-W09,328,,0,0,0,EE,1328976,EE,Age60_69,AZ,163237
2021-W09,735,,716,0,0,EE,1328976,EE,Age60_69,COM,163237
2021-W09,59,,54,0,0,EE,1328976,EE,Age60_69,MOD,163237
2021-W09,1532,,1510,0,0,EE,1328976,EE,Age70_79,COM,111342
2021-W09,175,,169,0,0,EE,1328976,EE,Age70_79,MOD,111342
2021-W09,4,,0,0,0,EE,1328976,EE,Age70_79,AZ,111342
2021-W09,100,,69,0,0,EE,1328976,EE,Age80+,MOD,77445
2021-W09,5136,,5075,0,0,EE,1328976,EE,Age80+,COM,77445
2021-W09,0,,0,0,0,EE,1328976,EE,Age80+,AZ,77445
2021-W09,4,,4,0,0,EE,1328976,EE,AgeUNK,COM,
2021-W09,0,,0,0,0,EE,1328976,EE,AgeUNK,MOD,
2021-W09,4,,0,0,0,EE,1328976,EE,AgeUNK,AZ,
2021-W09,14,,0,0,0,EE,1328976,EE,HCW,AZ,16470
2021-W09,457,,443,0,0,EE,1328976,EE,HCW,COM,16470
2021-W09,3,,3,0,0,EE,1328976,EE,HCW,MOD,16470
2021-W09,271,,264,0,0,EE,1328976,EE,LTCF,COM,13500
2021-W09,22,,0,0,0,EE,1328976,EE,LTCF,AZ,13500
2021-W09,191,,186,0,0,EE,1328976,EE,LTCF,MOD,13500
2021-W10,8337,,7982,0,14040,EE,1328976,EE,ALL,COM,1071932
2021-W10,816,,731,0,7200,EE,1328976,EE,ALL,MOD,1071932
2021-W10,6779,,6,0,33600,EE,1328976,EE,ALL,AZ,1071932
2021-W10,70,,63,0,0,EE,1328976,EE,Age18_24,COM,87626
2021-W10,4,,4,0,0,EE,1328976,EE,Age18_24,MOD,87626
2021-W10,168,,0,0,0,EE,1328976,EE,Age18_24,AZ,87626
2021-W10,663,,612,0,0,EE,1328976,EE,Age25_49,COM,460829
2021-W10,1588,,0,0,0,EE,1328976,EE,Age25_49,AZ,460829
2021-W10,51,,46,0,0,EE,1328976,EE,Age25_49,MOD,460829
2021-W10,448,,418,0,0,EE,1328976,EE,Age50_59,COM,171453
2021-W10,58,,54,0,0,EE,1328976,EE,Age50_59,MOD,171453
2021-W10,1035,,0,0,0,EE,1328976,EE,Age50_59,AZ,171453
2021-W10,705,,648,0,0,EE,1328976,EE,Age60_69,COM,163237
2021-W10,2752,,0,0,0,EE,1328976,EE,Age60_69,AZ,163237
2021-W10,67,,53,0,0,EE,1328976,EE,Age60_69,MOD,163237
2021-W10,276,,243,0,0,EE,1328976,EE,Age70_79,MOD,111342
2021-W10,2370,,2254,0,0,EE,1328976,EE,Age70_79,COM,111342
2021-W10,1142,,3,0,0,EE,1328976,EE,Age70_79,AZ,111342
2021-W10,89,,3,0,0,EE,1328976,EE,Age80+,AZ,77445
2021-W10,358,,330,0,0,EE,1328976,EE,Age80+,MOD,77445
2021-W10,4075,,3983,0,0,EE,1328976,EE,Age80+,COM,77445
2021-W10,2,,1,0,0,EE,1328976,EE,AgeUNK,MOD,
2021-W10,5,,0,0,0,EE,1328976,EE,AgeUNK,AZ,
2021-W10,6,,4,0,0,EE,1328976,EE,AgeUNK,COM,
2021-W10,32,,30,0,0,EE,1328976,EE,HCW,MOD,16470
2021-W10,250,,233,0,0,EE,1328976,EE,HCW,COM,16470
2021-W10,33,,0,0,0,EE,1328976,EE,HCW,AZ,16470
2021-W10,13,,10,0,0,EE,1328976,EE,LTCF,MOD,13500
2021-W10,148,,126,0,0,EE,1328976,EE,LTCF,COM,13500
2021-W10,213,,0,0,0,EE,1328976,EE,LTCF,AZ,13500
2021-W11,12012,,3,0,2400,EE,1328976,EE,ALL,AZ,1071932
2021-W11,330,,265,0,0,EE,1328976,EE,ALL,MOD,1071932
2021-W11,4717,,4085,0,14040,EE,1328976,EE,ALL,COM,1071932
2021-W11,1,,1,0,0,EE,1328976,EE,Age18_24,MOD,87626
2021-W11,652,,0,0,0,EE,1328976,EE,Age18_24,AZ,87626
2021-W11,73,,65,0,0,EE,1328976,EE,Age18_24,COM,87626
2021-W11,3979,,1,0,0,EE,1328976,EE,Age25_49,AZ,460829
2021-W11,380,,284,0,0,EE,1328976,EE,Age25_49,COM,460829
2021-W11,25,,16,0,0,EE,1328976,EE,Age25_49,MOD,460829
2021-W11,2595,,1,0,0,EE,1328976,EE,Age50_59,AZ,171453
2021-W11,234,,173,0,0,EE,1328976,EE,Age50_59,COM,171453
2021-W11,28,,16,0,0,EE,1328976,EE,Age50_59,MOD,171453
2021-W11,315,,216,0,0,EE,1328976,EE,Age60_69,COM,163237
2021-W11,2859,,0,0,0,EE,1328976,EE,Age60_69,AZ,163237
2021-W11,56,,43,0,0,EE,1328976,EE,Age60_69,MOD,163237
2021-W11,1068,,889,0,0,EE,1328976,EE,Age70_79,COM,111342
2021-W11,156,,134,0,0,EE,1328976,EE,Age70_79,MOD,111342
2021-W11,1751,,1,0,0,EE,1328976,EE,Age70_79,AZ,111342
2021-W11,2645,,2458,0,0,EE,1328976,EE,Age80+,COM,77445
2021-W11,64,,55,0,0,EE,1328976,EE,Age80+,MOD,77445
2021-W11,165,,0,0,0,EE,1328976,EE,Age80+,AZ,77445
2021-W11,0,,0,0,0,EE,1328976,EE,AgeUNK,MOD,
2021-W11,2,,0,0,0,EE,1328976,EE,AgeUNK,COM,
2021-W11,11,,0,0,0,EE,1328976,EE,AgeUNK,AZ,
2021-W11,14,,6,0,0,EE,1328976,EE,HCW,MOD,16470
2021-W11,128,,95,0,0,EE,1328976,EE,HCW,COM,16470
2021-W11,29,,0,0,0,EE,1328976,EE,HCW,AZ,16470
2021-W11,151,,78,0,0,EE,1328976,EE,LTCF,COM,13500
2021-W11,2,,0,0,0,EE,1328976,EE,LTCF,MOD,13500
2021-W11,2,,0,0,0,EE,1328976,EE,LTCF,AZ,13500
2021-W12,8681,,38,0,4800,EE,1328976,EE,ALL,AZ,1071932
2021-W12,4416,,3670,0,19890,EE,1328976,EE,ALL,COM,1071932
2021-W12,185,,135,0,10800,EE,1328976,EE,ALL,MOD,1071932
2021-W12,59,,51,0,0,EE,1328976,EE,Age18_24,COM,87626
2021-W12,215,,1,0,0,EE,1328976,EE,Age18_24,AZ,87626
2021-W12,0,,0,0,0,EE,1328976,EE,Age18_24,MOD,87626
2021-W12,500,,390,0,0,EE,1328976,EE,Age25_49,COM,460829
2021-W12,6,,4,0,0,EE,1328976,EE,Age25_49,MOD,460829
2021-W12,2182,,0,0,0,EE,1328976,EE,Age25_49,AZ,460829
2021-W12,1484,,15,0,0,EE,1328976,EE,Age50_59,AZ,171453
2021-W12,299,,224,0,0,EE,1328976,EE,Age50_59,COM,171453
2021-W12,7,,4,0,0,EE,1328976,EE,Age50_59,MOD,171453
2021-W12,23,,12,0,0,EE,1328976,EE,Age60_69,MOD,163237
2021-W12,2700,,19,0,0,EE,1328976,EE,Age60_69,AZ,163237
2021-W12,452,,304,0,0,EE,1328976,EE,Age60_69,COM,163237
2021-W12,1075,,845,0,0,EE,1328976,EE,Age70_79,COM,111342
2021-W12,1845,,1,0,0,EE,1328976,EE,Age70_79,AZ,111342
2021-W12,61,,38,0,0,EE,1328976,EE,Age70_79,MOD,111342
2021-W12,88,,77,0,0,EE,1328976,EE,Age80+,MOD,77445
2021-W12,2029,,1856,0,0,EE,1328976,EE,Age80+,COM,77445
2021-W12,252,,2,0,0,EE,1328976,EE,Age80+,AZ,77445
2021-W12,3,,0,0,0,EE,1328976,EE,AgeUNK,AZ,
2021-W12,2,,0,0,0,EE,1328976,EE,AgeUNK,COM,
2021-W12,0,,0,0,0,EE,1328976,EE,AgeUNK,MOD,
2021-W12,224,,192,0,0,EE,1328976,EE,HCW,COM,16470
2021-W12,13,,1,0,0,EE,1328976,EE,HCW,AZ,16470
2021-W12,6,,4,0,0,EE,1328976,EE,HCW,MOD,16470
2021-W12,292,,242,0,0,EE,1328976,EE,LTCF,COM,13500
2021-W12,1,,1,0,0,EE,1328976,EE,LTCF,MOD,13500
2021-W12,10,,0,0,0,EE,1328976,EE,LTCF,AZ,13500
2021-W13,17965,,88,0,45600,EE,1328976,EE,ALL,AZ,1071932
2021-W13,7177,,6207,0,19890,EE,1328976,EE,ALL,COM,1071932
2021-W13,1756,,1625,0,0,EE,1328976,EE,ALL,MOD,1071932
2021-W13,264,,0,0,0,EE,1328976,EE,Age18_24,AZ,87626
2021-W13,6,,6,0,0,EE,1328976,EE,Age18_24,MOD,87626
2021-W13,55,,42,0,0,EE,1328976,EE,Age18_24,COM,87626
2021-W13,478,,298,0,0,EE,1328976,EE,Age25_49,COM,460829
2021-W13,2979,,25,0,0,EE,1328976,EE,Age25_49,AZ,460829
2021-W13,74,,46,0,0,EE,1328976,EE,Age25_49,MOD,460829
2021-W13,349,,232,0,0,EE,1328976,EE,Age50_59,COM,171453
2021-W13,3625,,21,0,0,EE,1328976,EE,Age50_59,AZ,171453
2021-W13,90,,63,0,0,EE,1328976,EE,Age50_59,MOD,171453
2021-W13,134,,106,0,0,EE,1328976,EE,Age60_69,MOD,163237
2021-W13,839,,636,0,0,EE,1328976,EE,Age60_69,COM,163237
2021-W13,7167,,39,0,0,EE,1328976,EE,Age60_69,AZ,163237
2021-W13,478,,452,0,0,EE,1328976,EE,Age70_79,MOD,111342
2021-W13,3414,,1,0,0,EE,1328976,EE,Age70_79,AZ,111342
2021-W13,3056,,2783,0,0,EE,1328976,EE,Age70_79,COM,111342
2021-W13,505,,2,0,0,EE,1328976,EE,Age80+,AZ,77445
2021-W13,973,,952,0,0,EE,1328976,EE,Age80+,MOD,77445
2021-W13,2397,,2214,0,0,EE,1328976,EE,Age80+,COM,77445
2021-W13,1,,0,0,0,EE,1328976,EE,AgeUNK,MOD,
2021-W13,11,,0,0,0,EE,1328976,EE,AgeUNK,AZ,
2021-W13,3,,2,0,0,EE,1328976,EE,AgeUNK,COM,
2021-W13,6,,5,0,0,EE,1328976,EE,HCW,MOD,16470
2021-W13,22,,1,0,0,EE,1328976,EE,HCW,AZ,16470
2021-W13,140,,103,0,0,EE,1328976,EE,HCW,COM,16470
2021-W13,3,,0,0,0,EE,1328976,EE,LTCF,AZ,13500
2021-W13,230,,124,0,0,EE,1328976,EE,LTCF,COM,13500
2021-W13,23,,19,0,0,EE,1328976,EE,LTCF,MOD,13500
2021-W14,9689,,207,0,0,EE,1328976,EE,ALL,AZ,1071932
2021-W14,3133,,2954,0,0,EE,1328976,EE,ALL,MOD,1071932
2021-W14,19171,,2863,0,26910,EE,1328976,EE,ALL,COM,1071932
2021-W14,16,,12,0,0,EE,1328976,EE,Age18_24,MOD,87626
2021-W14,209,,53,0,0,EE,1328976,EE,Age18_24,COM,87626
2021-W14,84,,2,0,0,EE,1328976,EE,Age18_24,AZ,87626
2021-W14,2152,,476,0,0,EE,1328976,EE,Age25_49,COM,460829
2021-W14,195,,150,0,0,EE,1328976,EE,Age25_49,MOD,460829
2021-W14,1320,,79,0,0,EE,1328976,EE,Age25_49,AZ,460829
2021-W14,2090,,354,0,0,EE,1328976,EE,Age50_59,COM,171453
2021-W14,1351,,63,0,0,EE,1328976,EE,Age50_59,AZ,171453
2021-W14,159,,116,0,0,EE,1328976,EE,Age50_59,MOD,171453
2021-W14,3654,,60,0,0,EE,1328976,EE,Age60_69,AZ,163237
2021-W14,4044,,415,0,0,EE,1328976,EE,Age60_69,COM,163237
2021-W14,320,,280,0,0,EE,1328976,EE,Age60_69,MOD,163237
2021-W14,1576,,1544,0,0,EE,1328976,EE,Age70_79,MOD,111342
2021-W14,2885,,3,0,0,EE,1328976,EE,Age70_79,AZ,111342
2021-W14,7284,,850,0,0,EE,1328976,EE,Age70_79,COM,111342
2021-W14,390,,0,0,0,EE,1328976,EE,Age80+,AZ,77445
2021-W14,867,,852,0,0,EE,1328976,EE,Age80+,MOD,77445
2021-W14,3387,,714,0,0,EE,1328976,EE,Age80+,COM,77445
2021-W14,0,,0,0,0,EE,1328976,EE,AgeUNK,MOD,
2021-W14,5,,0,0,0,EE,1328976,EE,AgeUNK,AZ,
2021-W14,5,,1,0,0,EE,1328976,EE,AgeUNK,COM,
2021-W14,256,,91,0,0,EE,1328976,EE,HCW,COM,16470
2021-W14,28,,21,0,0,EE,1328976,EE,HCW,MOD,16470
2021-W14,5,,0,0,0,EE,1328976,EE,HCW,AZ,16470
2021-W14,23,,21,0,0,EE,1328976,EE,LTCF,MOD,13500
2021-W14,94,,41,0,0,EE,1328976,EE,LTCF,COM,13500
2021-W14,6,,0,0,0,EE,1328976,EE,LTCF,AZ,13500
2021-W15,25542,,1255,0,26910,EE,1328976,EE,ALL,COM,1071932
2021-W15,9307,,7110,0,4800,EE,1328976,EE,ALL,AZ,1071932
2021-W15,2353,,2206,0,9600,EE,1328976,EE,ALL,MOD,1071932
2021-W15,0,,0,0,2400,EE,1328976,EE,ALL,JANSS,1071932
2021-W15,18,,13,0,0,EE,1328976,EE,Age18_24,MOD,87626
2021-W15,169,,155,0,0,EE,1328976,EE,Age18_24,AZ,87626
2021-W15,0,,0,0,0,EE,1328976,EE,Age18_24,JANSS,87626
2021-W15,294,,13,0,0,EE,1328976,EE,Age18_24,COM,87626
2021-W15,0,,0,0,0,EE,1328976,EE,Age25_49,JANSS,460829
2021-W15,3743,,119,0,0,EE,1328976,EE,Age25_49,COM,460829
2021-W15,3154,,2891,0,0,EE,1328976,EE,Age25_49,AZ,460829
2021-W15,203,,183,0,0,EE,1328976,EE,Age25_49,MOD,460829
2021-W15,2472,,2146,0,0,EE,1328976,EE,Age50_59,AZ,171453
2021-W15,233,,198,0,0,EE,1328976,EE,Age50_59,MOD,171453
2021-W15,3840,,107,0,0,EE,1328976,EE,Age50_59,COM,171453
2021-W15,0,,0,0,0,EE,1328976,EE,Age50_59,JANSS,171453
2021-W15,7223,,201,0,0,EE,1328976,EE,Age60_69,COM,163237
2021-W15,573,,524,0,0,EE,1328976,EE,Age60_69,MOD,163237
2021-W15,2786,,1869,0,0,EE,1328976,EE,Age60_69,AZ,163237
2021-W15,0,,0,0,0,EE,1328976,EE,Age60_69,JANSS,163237
2021-W15,0,,0,0,0,EE,1328976,EE,Age70_79,JANSS,111342
2021-W15,8048,,511,0,0,EE,1328976,EE,Age70_79,COM,111342
2021-W15,613,,46,0,0,EE,1328976,EE,Age70_79,AZ,111342
2021-W15,998,,970,0,0,EE,1328976,EE,Age70_79,MOD,111342
2021-W15,2376,,304,0,0,EE,1328976,EE,Age80+,COM,77445
2021-W15,110,,1,0,0,EE,1328976,EE,Age80+,AZ,77445
2021-W15,326,,317,0,0,EE,1328976,EE,Age80+,MOD,77445
2021-W15,0,,0,0,0,EE,1328976,EE,Age80+,JANSS,77445
2021-W15,3,,2,0,0,EE,1328976,EE,AgeUNK,AZ,
2021-W15,0,,0,0,0,EE,1328976,EE,AgeUNK,JANSS,
2021-W15,18,,0,0,0,EE,1328976,EE,AgeUNK,COM,
2021-W15,2,,1,0,0,EE,1328976,EE,AgeUNK,MOD,
2021-W15,152,,21,0,0,EE,1328976,EE,HCW,COM,16470
2021-W15,18,,17,0,0,EE,1328976,EE,HCW,AZ,16470
2021-W15,22,,21,0,0,EE,1328976,EE,HCW,MOD,16470
2021-W15,189,,66,0,0,EE,1328976,EE,LTCF,COM,13500
2021-W15,163,,134,0,0,EE,1328976,EE,LTCF,AZ,13500
2021-W15,17,,17,0,0,EE,1328976,EE,LTCF,MOD,13500
2021-W16,3641,,1931,0,0,EE,1328976,EE,ALL,MOD,1071932
2021-W16,22730,,3183,0,28080,EE,1328976,EE,ALL,COM,1071932
2021-W16,10126,,9336,0,16800,EE,1328976,EE,ALL,AZ,1071932
2021-W16,0,,0,0,0,EE,1328976,EE,ALL,JANSS,1071932
2021-W16,0,,0,0,0,EE,1328976,EE,Age18_24,JANSS,87626
2021-W16,313,,297,0,0,EE,1328976,EE,Age18_24,AZ,87626
2021-W16,53,,4,0,0,EE,1328976,EE,Age18_24,MOD,87626
2021-W16,382,,18,0,0,EE,1328976,EE,Age18_24,COM,87626
2021-W16,599,,113,0,0,EE,1328976,EE,Age25_49,MOD,460829
2021-W16,4382,,4237,0,0,EE,1328976,EE,Age25_49,AZ,460829
2021-W16,0,,0,0,0,EE,1328976,EE,Age25_49,JANSS,460829
2021-W16,4354,,194,0,0,EE,1328976,EE,Age25_49,COM,460829
2021-W16,4215,,131,0,0,EE,1328976,EE,Age50_59,COM,171453
2021-W16,0,,0,0,0,EE,1328976,EE,Age50_59,JANSS,171453
2021-W16,639,,146,0,0,EE,1328976,EE,Age50_59,MOD,171453
2021-W16,2674,,2568,0,0,EE,1328976,EE,Age50_59,AZ,171453
2021-W16,2555,,2197,0,0,EE,1328976,EE,Age60_69,AZ,163237
2021-W16,0,,0,0,0,EE,1328976,EE,Age60_69,JANSS,163237
2021-W16,6489,,331,0,0,EE,1328976,EE,Age60_69,COM,163237
2021-W16,889,,440,0,0,EE,1328976,EE,Age60_69,MOD,163237
2021-W16,5462,,1860,0,0,EE,1328976,EE,Age70_79,COM,111342
2021-W16,0,,0,0,0,EE,1328976,EE,Age70_79,JANSS,111342
2021-W16,169,,32,0,0,EE,1328976,EE,Age70_79,AZ,111342
2021-W16,1117,,951,0,0,EE,1328976,EE,Age70_79,MOD,111342
2021-W16,1809,,648,0,0,EE,1328976,EE,Age80+,COM,77445
2021-W16,0,,0,0,0,EE,1328976,EE,Age80+,JANSS,77445
2021-W16,344,,277,0,0,EE,1328976,EE,Age80+,MOD,77445
2021-W16,28,,3,0,0,EE,1328976,EE,Age80+,AZ,77445
2021-W16,0,,0,0,0,EE,1328976,EE,AgeUNK,MOD,
2021-W16,0,,0,0,0,EE,1328976,EE,AgeUNK,JANSS,
2021-W16,5,,2,0,0,EE,1328976,EE,AgeUNK,AZ,
2021-W16,19,,1,0,0,EE,1328976,EE,AgeUNK,COM,
2021-W16,21,,16,0,0,EE,1328976,EE,HCW,MOD,16470
2021-W16,182,,68,0,0,EE,1328976,EE,HCW,COM,16470
2021-W16,41,,38,0,0,EE,1328976,EE,HCW,AZ,16470
2021-W16,2,,0,0,0,EE,1328976,EE,LTCF,MOD,13500
2021-W16,168,,168,0,0,EE,1328976,EE,LTCF,AZ,13500
2021-W16,163,,68,0,0,EE,1328976,EE,LTCF,COM,13500
2021-W17,35,,0,0,6000,EE,1328976,EE,ALL,JANSS,1071932
2021-W17,32468,,8628,0,43290,EE,1328976,EE,ALL,COM,1071932
2021-W17,15711,,15226,0,67200,EE,1328976,EE,ALL,AZ,1071932
2021-W17,4787,,1563,0,10800,EE,1328976,EE,ALL,MOD,1071932
2021-W17,815,,106,0,0,EE,1328976,EE,Age18_24,COM,87626
2021-W17,112,,12,0,0,EE,1328976,EE,Age18_24,MOD,87626
2021-W17,800,,794,0,0,EE,1328976,EE,Age18_24,AZ,87626
2021-W17,10,,0,0,0,EE,1328976,EE,Age18_24,JANSS,87626
2021-W17,19,,0,0,0,EE,1328976,EE,Age25_49,JANSS,460829
2021-W17,7644,,877,0,0,EE,1328976,EE,Age25_49,COM,460829
2021-W17,5938,,5770,0,0,EE,1328976,EE,Age25_49,AZ,460829
2021-W17,982,,136,0,0,EE,1328976,EE,Age25_49,MOD,460829
2021-W17,7259,,632,0,0,EE,1328976,EE,Age50_59,COM,171453
2021-W17,0,,0,0,0,EE,1328976,EE,Age50_59,JANSS,171453
2021-W17,4036,,3907,0,0,EE,1328976,EE,Age50_59,AZ,171453
2021-W17,1189,,206,0,0,EE,1328976,EE,Age50_59,MOD,171453
2021-W17,7026,,1145,0,0,EE,1328976,EE,Age60_69,COM,163237
2021-W17,4688,,4587,0,0,EE,1328976,EE,Age60_69,AZ,163237
2021-W17,1403,,497,0,0,EE,1328976,EE,Age60_69,MOD,163237
2021-W17,1,,0,0,0,EE,1328976,EE,Age60_69,JANSS,163237
2021-W17,6263,,3543,0,0,EE,1328976,EE,Age70_79,COM,111342
2021-W17,2,,0,0,0,EE,1328976,EE,Age70_79,JANSS,111342
2021-W17,801,,541,0,0,EE,1328976,EE,Age70_79,MOD,111342
2021-W17,214,,155,0,0,EE,1328976,EE,Age70_79,AZ,111342
2021-W17,3,,0,0,0,EE,1328976,EE,Age80+,JANSS,77445
2021-W17,294,,169,0,0,EE,1328976,EE,Age80+,MOD,77445
2021-W17,27,,5,0,0,EE,1328976,EE,Age80+,AZ,77445
2021-W17,3448,,2324,0,0,EE,1328976,EE,Age80+,COM,77445
2021-W17,13,,1,0,0,EE,1328976,EE,AgeUNK,COM,
2021-W17,6,,2,0,0,EE,1328976,EE,AgeUNK,MOD,
2021-W17,8,,8,0,0,EE,1328976,EE,AgeUNK,AZ,
2021-W17,0,,0,0,0,EE,1328976,EE,AgeUNK,JANSS,
2021-W17,224,,123,0,0,EE,1328976,EE,HCW,COM,16470
2021-W17,16,,10,0,0,EE,1328976,EE,HCW,MOD,16470
2021-W17,54,,54,0,0,EE,1328976,EE,HCW,AZ,16470
2021-W17,56,,44,0,0,EE,1328976,EE,LTCF,COM,13500
2021-W17,93,,93,0,0,EE,1328976,EE,LTCF,AZ,13500
2021-W17,15,,11,0,0,EE,1328976,EE,LTCF,MOD,13500
2021-W18,4573,,1837,0,8400,EE,1328976,EE,ALL,MOD,1071932
2021-W18,17327,,16752,0,0,EE,1328976,EE,ALL,AZ,1071932
2021-W18,45119,,15291,0,39780,EE,1328976,EE,ALL,COM,1071932
2021-W18,314,,0,0,0,EE,1328976,EE,ALL,JANSS,1071932
2021-W18,5,,0,0,0,EE,1328976,EE,Age18_24,JANSS,87626
2021-W18,1074,,159,0,0,EE,1328976,EE,Age18_24,COM,87626
2021-W18,479,,470,0,0,EE,1328976,EE,Age18_24,AZ,87626
2021-W18,105,,19,0,0,EE,1328976,EE,Age18_24,MOD,87626
2021-W18,4665,,4507,0,0,EE,1328976,EE,Age25_49,AZ,460829
2021-W18,67,,0,0,0,EE,1328976,EE,Age25_49,JANSS,460829
2021-W18,10721,,1482,0,0,EE,1328976,EE,Age25_49,COM,460829
2021-W18,911,,191,0,0,EE,1328976,EE,Age25_49,MOD,460829
2021-W18,70,,0,0,0,EE,1328976,EE,Age50_59,JANSS,171453
2021-W18,1363,,349,0,0,EE,1328976,EE,Age50_59,MOD,171453
2021-W18,13463,,1333,0,0,EE,1328976,EE,Age50_59,COM,171453
2021-W18,3858,,3631,0,0,EE,1328976,EE,Age50_59,AZ,171453
2021-W18,1312,,653,0,0,EE,1328976,EE,Age60_69,MOD,163237
2021-W18,37,,0,0,0,EE,1328976,EE,Age60_69,JANSS,163237
2021-W18,7681,,2453,0,0,EE,1328976,EE,Age60_69,COM,163237
2021-W18,6592,,6467,0,0,EE,1328976,EE,Age60_69,AZ,163237
2021-W18,8074,,6459,0,0,EE,1328976,EE,Age70_79,COM,111342
2021-W18,45,,0,0,0,EE,1328976,EE,Age70_79,JANSS,111342
